Station,Lat (deg N),Lon (deg E),O2 (umol/kg),temp (deg C),sal_psu,O2 (%sat),fluoro,oxy,depth (m)
cast 4,36.7957,-121.8549,237.91,12.81,33.31,90.79,0.0974,262.01,3.48
cast 4,36.7957,-121.8549,246.46,12.73,33.26,93.87,0.0986,262.53,4.43
cast 4,36.7957,-121.8549,244.34,12.65,33.29,92.95,0.0991,262.88,5.58
cast 4,36.7957,-121.8549,240.83,12.57,33.3,91.46,0.1006,263.31,6.41
cast 4,36.7957,-121.8549,250.62,12.48,33.28,95,0.1016,263.82,7.47
cast 4,36.7957,-121.8549,260.9,12.44,33.29,98.81,0.1039,264.03,8.57
cast 4,36.7957,-121.8549,259.14,12.36,33.3,97.99,0.106,264.46,9.52
cast 4,36.7957,-121.8549,258.92,12.31,33.29,97.8,0.1083,264.73,10.51
cast 4,36.7957,-121.8549,258.99,12.27,33.3,97.74,0.1104,264.98,11.62
cast 4,36.7957,-121.8549,260.79,12.22,33.3,98.33,0.1157,265.22,12.48
cast 4,36.7957,-121.8549,250.55,12.14,33.32,94.32,0.1234,265.64,13.49
cast 4,36.7957,-121.8549,237.77,11.99,33.37,89.31,0.118,266.38,14.45
cast 4,36.7957,-121.8549,226.89,11.7,33.39,84.76,0.1143,267.97,15.52
cast 4,36.7957,-121.8549,219.44,11.54,33.4,81.72,0.1158,268.81,16.59
cast 4,36.7957,-121.8549,236.99,11.81,33.36,88.71,0.1181,267.41,17.43
cast 4,36.7957,-121.8549,201.93,11.36,33.46,74.93,0.1172,269.78,18.53
cast 4,36.7957,-121.8549,206.11,11.32,33.44,76.46,0.1162,270,19.64
cast 4,36.7957,-121.8549,220.9,11.43,33.37,82.07,0.1203,269.54,20.55
cast 4,36.7957,-121.8549,213.87,11.34,33.44,79.29,0.1214,269.92,21.36
cast 4,36.7957,-121.8549,199.21,11.19,33.46,73.63,0.1172,270.72,22.61
cast 4,36.7957,-121.8549,189.96,11.05,33.49,70.03,0.1145,271.42,23.39
cast 4,36.7957,-121.8549,198.43,11.12,33.47,73.26,0.1153,271.07,24.54
cast 4,36.7957,-121.8549,195.67,11.09,33.48,72.18,0.1139,271.21,25.73
cast 4,36.7957,-121.8549,174.11,10.78,33.55,63.83,0.1107,272.9,26.38
cast 4,36.7957,-121.8549,170.63,10.66,33.58,62.41,0.1053,273.51,27.48
cast 4,36.7957,-121.8549,172.32,10.75,33.55,63.12,0.1071,273.07,28.46
cast 4,36.7957,-121.8549,160.92,10.58,33.6,58.75,0.1037,273.96,29.41
cast 4,36.7957,-121.8549,168.36,10.66,33.57,61.56,0.1055,273.56,30.58
cast 4,36.7957,-121.8549,161.18,10.56,33.6,58.82,0.1032,274.1,31.39
cast 4,36.7957,-121.8549,162.81,10.56,33.59,59.41,0.1039,274.09,32.5
cast 4,36.7957,-121.8549,158.29,10.5,33.62,57.7,0.1025,274.39,33.62
cast 4,36.7957,-121.8549,155.27,10.47,33.62,56.56,0.1021,274.56,34.58
cast 4,36.7957,-121.8549,159.55,10.5,33.62,58.15,0.1028,274.4,35.5
cast 4,36.7957,-121.8549,153.89,10.45,33.63,56.03,0.1015,274.66,36.43
cast 4,36.7957,-121.8549,155.13,10.46,33.63,56.5,0.101,274.58,37.66
cast 4,36.7957,-121.8549,152.33,10.44,33.64,55.45,0.1008,274.71,38.33
cast 4,36.7957,-121.8549,152.06,10.43,33.64,55.34,0.1004,274.78,39.56
cast 4,36.7957,-121.8549,150.44,10.41,33.64,54.73,0.0998,274.89,40.76
cast 4,36.7957,-121.8549,154.71,10.45,33.63,56.33,0.1008,274.64,41.41
cast 4,36.7957,-121.8549,152.1,10.42,33.64,55.35,0.1001,274.82,42.59
cast 4,36.7957,-121.8549,153.9,10.43,33.64,56.02,0.1,274.73,43.32
cast 4,36.7957,-121.8549,153.55,10.42,33.64,55.88,0.0998,274.79,44.47
cast 4,36.7957,-121.8549,153.53,10.41,33.65,55.86,0.0996,274.88,45.49
cast 4,36.7957,-121.8549,152.87,10.39,33.65,55.6,0.0996,274.97,46.58
cast 4,36.7957,-121.8549,154.03,10.39,33.65,56.02,0.0998,274.96,47.42
cast 4,36.7957,-121.8549,154.4,10.39,33.65,56.15,0.0987,274.98,48.51
cast 4,36.7957,-121.8549,149.26,10.36,33.66,54.24,0.0991,275.16,49.44
cast 4,36.7957,-121.8549,149.44,10.36,33.66,54.31,0.0986,275.15,50.54
cast 4,36.7957,-121.8549,149.77,10.34,33.66,54.41,0.0987,275.25,51.38
cast 4,36.7957,-121.8549,151.31,10.31,33.67,54.94,0.0989,275.4,52.54
cast 4,36.7957,-121.8549,151.39,10.29,33.68,54.95,0.0983,275.53,53.66
cast 4,36.7957,-121.8549,149.82,10.29,33.68,54.38,0.0985,275.52,54.49
cast 4,36.7957,-121.8549,149.68,10.28,33.68,54.32,0.0983,275.56,55.35
cast 4,36.7957,-121.8549,149.96,10.26,33.69,54.4,0.0979,275.66,56.61
cast 4,36.7957,-121.8549,150.41,10.22,33.7,54.52,0.0976,275.86,57.52
cast 4,36.7957,-121.8549,148.86,10.22,33.7,53.96,0.0976,275.88,58.39
cast 4,36.7957,-121.8549,148.17,10.25,33.69,53.73,0.0978,275.75,59.21
cast 4,36.7957,-121.8549,144.76,10.13,33.71,52.37,0.0969,276.4,60.67
cast 4,36.7957,-121.8549,140.2,10.13,33.71,50.73,0.0972,276.36,61.35
cast 4,36.7957,-121.8549,142.63,10.16,33.7,51.64,0.0974,276.23,62.57
cast 4,36.7957,-121.8549,140.12,10.08,33.72,50.65,0.0968,276.65,63.66
cast 4,36.7957,-121.8549,133.51,9.99,33.74,48.18,0.0964,277.14,64.32
cast 4,36.7957,-121.8549,137.85,10.08,33.73,49.82,0.0969,276.68,65.57
cast 4,36.7957,-121.8549,138.66,10.09,33.72,50.13,0.0969,276.63,66.54
cast 4,36.7957,-121.8549,129.48,9.94,33.75,46.67,0.096,277.43,67.55
cast 4,36.7957,-121.8549,130.77,9.99,33.74,47.18,0.0963,277.16,68.58
cast 4,36.7957,-121.8549,130.29,9.97,33.74,46.99,0.0963,277.29,69.64
cast 4,36.7957,-121.8549,130.56,10,33.74,47.11,0.0965,277.14,70.32
cast 4,36.7957,-121.8549,125.94,9.88,33.75,45.34,0.0958,277.79,71.51
cast 4,36.7957,-121.8549,124.26,9.86,33.76,44.72,0.0958,277.89,72.73
cast 4,36.7957,-121.8549,123.41,9.84,33.76,44.39,0.0958,278,73.46
cast 4,36.7957,-121.8549,123.09,9.82,33.77,44.26,0.0958,278.12,74.42
cast 4,36.7957,-121.8549,120.24,9.77,33.78,43.19,0.0954,278.39,75.51
cast 4,36.7957,-121.8549,119.65,9.74,33.79,42.95,0.0954,278.59,76.47
cast 4,36.7957,-121.8549,119.78,9.75,33.79,43.01,0.0955,278.53,77.54
cast 4,36.7957,-121.8549,119.45,9.74,33.78,42.88,0.0955,278.56,78.57
cast 4,36.7957,-121.8549,120.22,9.77,33.78,43.18,0.0956,278.41,79.4
cast 4,36.7957,-121.8549,121.39,9.81,33.77,43.63,0.0956,278.22,80.35
cast 4,36.7957,-121.8549,119.3,9.75,33.78,42.83,0.0955,278.52,81.52
cast 4,36.7957,-121.8549,116.32,9.69,33.79,41.71,0.0953,278.85,82.45
cast 4,36.7957,-121.8549,116.57,9.69,33.79,41.8,0.0954,278.87,83.56
cast 4,36.7957,-121.8549,116.19,9.69,33.8,41.67,0.0954,278.85,84.65
cast 4,36.7957,-121.8549,114.45,9.65,33.8,41.01,0.0954,279.1,85.32
cast 4,36.7957,-121.8549,112.98,9.62,33.81,40.46,0.0949,279.28,86.5
cast 4,36.7957,-121.8549,112.59,9.6,33.81,40.3,0.0948,279.35,87.64
cast 4,36.7957,-121.8549,111.31,9.59,33.82,39.83,0.0951,279.45,88.32
cast 4,36.7957,-121.8549,111.74,9.61,33.81,40.01,0.095,279.3,89.5
cast 4,36.7957,-121.8549,110.83,9.58,33.82,39.66,0.095,279.48,90.65
cast 4,36.7957,-121.8549,110.16,9.56,33.82,39.4,0.0949,279.6,91.43
cast 4,36.7957,-121.8549,111.31,9.6,33.81,39.84,0.0951,279.39,92.35
cast 4,36.7957,-121.8549,109.97,9.57,33.82,39.33,0.0947,279.57,93.53
cast 4,36.7957,-121.8549,108.83,9.53,33.83,38.9,0.0948,279.78,94.36
cast 4,36.7957,-121.8549,108.95,9.51,33.83,38.92,0.0949,279.91,95.62
cast 4,36.7957,-121.8549,107.11,9.51,33.83,38.27,0.0948,279.91,96.48
cast 4,36.7957,-121.8549,104.48,9.46,33.84,37.3,0.0946,280.15,97.47
cast 4,36.7957,-121.8549,102.76,9.41,33.85,36.64,0.0945,280.47,98.63
cast 4,36.7957,-121.8549,104.35,9.45,33.84,37.24,0.0946,280.25,99.64
cast 4,36.7957,-121.8549,104.84,9.46,33.84,37.42,0.0946,280.2,100.48
cast 4,36.7957,-121.8549,103.81,9.43,33.85,37.03,0.0945,280.33,101.41
cast 4,36.7957,-121.8549,101.65,9.38,33.86,36.23,0.0946,280.6,102.58
cast 4,36.7957,-121.8549,102.04,9.4,33.85,36.38,0.0945,280.52,103.38
cast 4,36.7957,-121.8549,101.83,9.39,33.85,36.3,0.0945,280.55,104.56
cast 4,36.7957,-121.8549,101.34,9.38,33.86,36.12,0.0944,280.6,105.53
cast 4,36.7957,-121.8549,99.92,9.37,33.86,35.6,0.0944,280.7,106.56
cast 4,36.7957,-121.8549,98.83,9.33,33.87,35.18,0.0943,280.92,107.25
cast 4,36.7957,-121.8549,99.56,9.35,33.86,35.46,0.0944,280.8,108.48
cast 4,36.7957,-121.8549,98.79,9.34,33.87,35.17,0.0942,280.88,109.45
cast 4,36.7957,-121.8549,98.31,9.32,33.87,34.99,0.0943,280.97,110.54
cast 4,36.7957,-121.8549,98.31,9.33,33.87,35,0.0944,280.92,111.5
cast 4,36.7957,-121.8549,98.22,9.31,33.87,34.95,0.0942,281,112.47
cast 4,36.7957,-121.8549,97.6,9.28,33.87,34.71,0.0943,281.21,113.54
cast 4,36.7957,-121.8549,96.23,9.26,33.88,34.21,0.0943,281.31,114.45
cast 4,36.7957,-121.8549,96.22,9.28,33.88,34.22,0.0942,281.21,115.65
cast 4,36.7957,-121.8549,94.48,9.23,33.89,33.57,0.0942,281.46,116.46
cast 4,36.7957,-121.8549,94.96,9.25,33.88,33.75,0.0942,281.38,117.47
cast 4,36.7957,-121.8549,94.77,9.25,33.88,33.68,0.0941,281.35,118.54
cast 4,36.7957,-121.8549,93.75,9.23,33.89,33.3,0.0942,281.5,119.47
cast 4,36.7957,-121.8549,92.17,9.18,33.89,32.71,0.0943,281.81,120.31
cast 4,36.7957,-121.8549,93.45,9.2,33.89,33.18,0.0943,281.65,121.53
cast 4,36.7957,-121.8549,91.47,9.17,33.9,32.45,0.0943,281.87,122.47
cast 4,36.7957,-121.8549,89.6,9.12,33.91,31.76,0.0944,282.12,123.33
cast 4,36.7957,-121.8549,89.5,9.12,33.91,31.73,0.0942,282.11,124.6
cast 4,36.7957,-121.8549,87.61,9.06,33.92,31.01,0.0941,282.5,125.61
cast 4,36.7957,-121.8549,87.38,9.04,33.92,30.92,0.0942,282.59,126.44
cast 4,36.7957,-121.8549,86.68,9.03,33.92,30.67,0.0942,282.68,127.68
cast 4,36.7957,-121.8549,86.91,9.03,33.92,30.75,0.0941,282.67,128.43
cast 4,36.7957,-121.8549,90.1,9.13,33.9,31.94,0.0942,282.08,129.57
cast 4,36.7957,-121.8549,89.31,9.1,33.9,31.65,0.0942,282.23,130.62
cast 4,36.7957,-121.8549,91.07,9.16,33.9,32.31,0.0943,281.9,131.49
cast 4,36.7957,-121.8549,91.3,9.17,33.9,32.39,0.0943,281.86,132.49
cast 4,36.7957,-121.8549,91.64,9.18,33.89,32.52,0.0943,281.8,133.28
cast 4,36.7957,-121.8549,87.36,9.05,33.92,30.92,0.094,282.54,134.58
cast 4,36.7957,-121.8549,88.41,9.08,33.91,31.31,0.0942,282.36,135.54
cast 4,36.7957,-121.8549,88.72,9.09,33.91,31.43,0.0941,282.32,136.5
cast 4,36.7957,-121.8549,87.18,9.04,33.92,30.85,0.0942,282.6,137.37
cast 4,36.7957,-121.8549,87.41,9.06,33.91,30.94,0.0943,282.51,138.51
cast 4,36.7957,-121.8549,89.58,9.12,33.9,31.75,0.0942,282.15,139.42
cast 4,36.7957,-121.8549,87.08,9.04,33.92,30.82,0.0942,282.58,140.55
cast 4,36.7957,-121.8549,86.53,9.03,33.92,30.61,0.0941,282.67,141.46
cast 4,36.7957,-121.8549,87.87,9.07,33.91,31.11,0.0942,282.42,142.63
cast 4,36.7957,-121.8549,87.4,9.06,33.92,30.94,0.0941,282.47,143.31
cast 4,36.7957,-121.8549,86.34,9.01,33.92,30.54,0.0941,282.76,144.54
cast 4,36.7957,-121.8549,85.62,8.99,33.92,30.27,0.0942,282.88,145.43
cast 4,36.7957,-121.8549,85.51,9,33.92,30.24,0.0941,282.82,146.44
cast 4,36.7957,-121.8549,84.84,8.98,33.93,29.98,0.0942,282.94,147.53
cast 4,36.7957,-121.8549,84.98,8.98,33.93,30.04,0.0941,282.94,148.55
cast 4,36.7957,-121.8549,85.31,8.99,33.93,30.16,0.0941,282.88,149.44
cast 4,36.7957,-121.8549,85.24,8.99,33.93,30.13,0.0941,282.89,150.4
cast 4,36.7957,-121.8549,85.14,8.99,33.93,30.1,0.094,282.89,151.61
cast 4,36.7957,-121.8549,84.91,8.98,33.93,30.01,0.0941,282.97,152.48
cast 4,36.7957,-121.8549,84.49,8.97,33.93,29.85,0.0942,283,153.61
cast 4,36.7957,-121.8549,84.78,8.98,33.93,29.96,0.0942,282.98,154.51
cast 4,36.7957,-121.8549,84.7,8.97,33.93,29.93,0.0942,282.99,155.61
cast 4,36.7957,-121.8549,84.17,8.96,33.93,29.73,0.0941,283.08,156.54
cast 4,36.7957,-121.8549,84.56,8.97,33.93,29.88,0.0941,283.01,157.57
cast 4,36.7957,-121.8549,84.11,8.96,33.93,29.71,0.0941,283.09,158.32
cast 4,36.7957,-121.8549,83.97,8.95,33.93,29.66,0.094,283.12,159.7
cast 4,36.7957,-121.8549,83.88,8.95,33.93,29.62,0.0941,283.16,160.62
cast 4,36.7957,-121.8549,84.09,8.95,33.93,29.7,0.0942,283.1,161.53
cast 4,36.7957,-121.8549,82.74,8.91,33.94,29.2,0.0941,283.39,162.49
cast 4,36.7957,-121.8549,82.59,8.9,33.94,29.14,0.0942,283.44,163.6
cast 4,36.7957,-121.8549,82.55,8.9,33.94,29.12,0.0941,283.43,164.38
cast 4,36.7957,-121.8549,81.61,8.86,33.94,28.77,0.0942,283.69,165.51
cast 4,36.7957,-121.8549,81.93,8.88,33.94,28.89,0.0942,283.57,166.51
cast 4,36.7957,-121.8549,81.52,8.86,33.94,28.74,0.0942,283.68,167.45
cast 4,36.7957,-121.8549,79.55,8.78,33.96,27.99,0.0942,284.17,168.43
cast 4,36.7957,-121.8549,79.26,8.79,33.96,27.9,0.0941,284.11,169.55
cast 4,36.7957,-121.8549,81.39,8.87,33.94,28.7,0.0941,283.6,170.69
cast 4,36.7957,-121.8549,80.99,8.84,33.95,28.54,0.0941,283.81,171.72
cast 4,36.7957,-121.8549,80.07,8.81,33.95,28.2,0.0941,283.96,172.55
cast 4,36.7957,-121.8549,79.34,8.78,33.95,27.92,0.0942,284.16,173.5
cast 4,36.7957,-121.8549,78.98,8.74,33.96,27.77,0.0942,284.38,174.21
cast 4,36.7957,-121.8549,75.99,8.65,33.98,26.67,0.094,284.91,175.63
cast 4,36.7957,-121.8549,73.95,8.61,33.98,25.94,0.094,285.14,176.66
cast 4,36.7957,-121.8549,73.91,8.61,33.98,25.92,0.094,285.18,177.4
cast 4,36.7957,-121.8549,75.25,8.66,33.97,26.41,0.094,284.88,178.5
cast 4,36.7957,-121.8549,74.89,8.63,33.98,26.28,0.094,285.04,179.4
cast 4,36.7957,-121.8549,73.98,8.61,33.99,25.94,0.094,285.17,180.57
cast 4,36.7957,-121.8549,73.69,8.6,33.99,25.84,0.094,285.2,181.46
cast 4,36.7957,-121.8549,73.52,8.59,33.99,25.77,0.094,285.24,182.63
